ts,chain,address,symbol,binance_symbol,binance_base_asset,binance_match_type,label,pump_score,dump_score,anomaly_score,smart_money_score,risk_score,reasons
2026-04-23T07:17:12+00:00,bnb,0x29b7B8CabE92c2a1BFD4FFe2BdF98325E5F19C2E,GENIUS,GENIUSUSDT,GENIUS,base_asset,anomaly_watch,0.02,36.0,100.0,0.0,0.0,normal_watch;ml_isolation_forest_anomaly
2026-04-23T07:17:12+00:00,bnb,0x891D4D47Fb93775ebc4069545D51CCf7B129AD9A,PIEVERSE,PIEVERSEUSDT,PIEVERSE,base_asset,anomaly_watch,0.02,36.0,89.19,0.0,0.0,normal_watch;ml_isolation_forest_anomaly
2026-04-23T07:17:12+00:00,bnb,0x97693439EA2f0ecdeb9135881E49f354656a911c,RAVE,RAVEUSDT,RAVE,base_asset,anomaly_watch,39.28,0.0,87.96,0.0,0.0,normal_watch;ml_isolation_forest_anomaly
2026-04-23T07:17:12+00:00,bnb,0x5feCcD17C393CaF1001D18164236A37E731FCb9d,OPG,OPGUSDT,OPG,base_asset,anomaly_watch,42.12,0.0,77.18,0.0,0.0,normal_watch;ml_isolation_forest_anomaly
2026-04-23T07:17:12+00:00,bnb,0x0942943f45956071272b94a08d7C11Be9f2C414c,AI,AIUSDT,AI,base_asset,watch,0.0,0.0,50.0,0.0,0.0,normal_watch
2026-04-23T07:17:12+00:00,avalanche,0x634608ed64c61CA9e741F8095193c0bFa0FA19Cc,SOL,SOLUSDT,SOL,base_asset,watch,7.21,0.0,48.73,0.0,0.0,normal_watch
2026-04-23T07:17:12+00:00,bnb,0x9123400446a56176Eb1B6BE9ee5CF703e409F492,TRADOOR,TRADOORUSDT,TRADOOR,base_asset,watch,1.07,2.79,48.23,0.0,0.0,normal_watch
2026-04-23T07:17:12+00:00,avalanche,0x50b7545627a5162F82A992c33b87aDc75187B218,WBTC,BTCUSDT,BTC,wrapped_alias,watch,0.18,0.0,48.02,0.0,0.0,normal_watch
2026-04-23T07:17:12+00:00,arbitrum,0x0C1c1C109FE34733fca54b82d7B46B75CFb71F6e,CHIP,CHIPUSDT,CHIP,base_asset,watch,11.23,0.0,33.86,0.0,0.0,normal_watch
2026-04-23T07:17:12+00:00,avalanche,0x6e84a6216eA6dACC71eE8E6b0a5B7322EEbC0fDd,JOE,JOEUSDT,JOE,base_asset,watch,10.6,0.0,31.5,0.0,0.0,normal_watch
