ts,chain,address,symbol,binance_symbol,binance_base_asset,binance_match_type,label,pump_score,dump_score,anomaly_score,smart_money_score,risk_score,reasons
2026-04-29T21:51:03+00:00,solana,E8syR4zsgQG2zo9YyiyfX4ujubByR4z6qj9stjASpump,STJUDE,,,,anomaly_watch,66.0,0.0,100.0,0.0,0.0,sudden_rise_price_plus_volume;ml_isolation_forest_anomaly
2026-04-29T21:51:03+00:00,solana,6AVAUKa9uxQpruHZUinFECpXEh1usRVtzQWK8N2wpump,SCAM,,,,anomaly_watch,21.42,29.57,99.31,10.56,0.0,buy_pressure;ml_isolation_forest_anomaly
2026-04-29T21:51:03+00:00,solana,3KHMZhpthXuiCcgfTv7vVu9PpEz64KAEURFwi6Lopump,Goblin,,,,anomaly_watch,10.09,43.13,96.98,0.0,0.0,normal_watch;ml_isolation_forest_anomaly
2026-04-29T21:51:03+00:00,solana,CzuZQGdgxmjKqKkrwNr5uL4dC32aYThp1kg7S6kjpump,MCHOUSE,,,,anomaly_watch,66.0,0.0,80.01,0.0,0.0,sudden_rise_price_plus_volume;ml_isolation_forest_anomaly
2026-04-29T21:51:03+00:00,solana,BBEsTnKaiLxmL75XEYFu72n75VtdaSxb7pTFdKsLrUxG,FTP,,,,watch,66.0,0.0,65.0,0.0,0.0,sudden_rise_price_plus_volume
2026-04-29T21:51:03+00:00,solana,JB8rMqyFmypiMqjiJ13bitubssM6aYDdq5ndUF5Wpump,BP,,,,watch,66.0,0.0,65.0,0.0,0.0,sudden_rise_price_plus_volume
2026-04-29T21:51:03+00:00,solana,HX1a42ejsgwzP3Mgrh2GZkwP5cRTwBDvuAr161aTpump,Charity,,,,watch,30.0,36.0,65.0,0.0,0.0,normal_watch
2026-04-29T21:51:03+00:00,solana,7gF6y1uEMKnTZGAUhEJ5gRzZGpnQGQDEAG3ECYPKpump,Charity,,,,watch,30.0,36.0,65.0,0.0,0.0,normal_watch
2026-04-29T21:51:03+00:00,solana,H2P5v6cM791Wo7BbsVfE1VKJw3WB5BHdi5wQnkr2pump,Meme™,,,,watch,30.0,36.0,65.0,0.0,0.0,normal_watch
2026-04-29T21:51:03+00:00,solana,98hohrF9jETtKC4gPH6bPMZiNyTNYcVkWgHJvAsCMKqj,SPACE,,,,watch,30.0,21.74,63.82,0.0,0.0,normal_watch
2026-04-29T21:51:03+00:00,solana,12eM87tTACWpgnwuapFUHDVDXFaZSxJqxBNj1AHB56sy,ewon,,,,watch,2.24,3.08,52.49,0.0,0.0,normal_watch
2026-04-29T21:51:03+00:00,solana,5jWs67oPWZaitbxB2hFoesf2htd4T2TG7wcw3fJcPYNg,STJUDE,,,,watch,38.44,0.0,43.13,0.0,0.0,normal_watch
2026-04-29T21:51:03+00:00,solana,3TYgKwkE2Y3rxdw9osLRSpxpXmSC1C1oo19W9KHspump,BULL,,,,watch,10.86,8.4,39.46,3.5,0.0,normal_watch
2026-04-29T21:51:03+00:00,solana,9VHeFk6QmzvVdUQFoVbqyURScNuLv6FdA8qXB9HPpump,ewonhouse,,,,watch,30.0,2.22,33.46,0.0,0.0,normal_watch
2026-04-29T21:51:03+00:00,solana,4df1wZoygsynEZ6XmpcoabrVwv7nBgjHLyCns5xApump,BELKA,,,,watch,7.39,16.66,31.65,0.0,0.0,normal_watch
2026-04-29T21:51:03+00:00,solana,6GeaDVMo9syVMzNqc2Etp9LNfDMBro7MWk1aQV7pump,GOBLIN,,,,watch,1.01,10.93,30.94,0.0,0.0,normal_watch
2026-04-29T21:51:03+00:00,solana,F8M6k9VRygPRhkGAdE2yTCJgiDhFHMQBVY4Mhxdopump,Gambler,,,,watch,30.0,0.0,30.0,0.0,0.0,normal_watch
2026-04-29T21:51:03+00:00,solana,VNo7EjR3XVzvbjUgQrFAXNwSms34fHwHBt1Xoaopump,chudhouse,,,,watch,5.02,8.28,17.33,0.0,0.0,normal_watch
2026-04-29T21:51:03+00:00,solana,GUfyGEF62BUUqj5f5PveZknhBQMWWFSXm2jqAdikpump,musk,,,,watch,2.89,0.0,12.09,0.0,0.0,normal_watch
2026-04-29T21:51:03+00:00,solana,BFiGUxnidogqcZAPVPDZRCfhx3nXnFLYqpQUaUGpump,SPIKE,,,,watch,2.2,1.13,6.98,0.0,0.0,normal_watch
